Year,Month,MobileWeb_or_Web,Type_of_Customers?,Where_Are_They_comming_from?,Which_Place_in_India?,How_many_Landed_on_our_Page?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form_and_Completed_and_submited_the_form?
2019,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,88359,15308
2019,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,399176,134575
2019,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,590193,90760
2019,May,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,16775,4058
2019,May,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,10218,2129
2019,May,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,14589,3853
2019,May,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,68321,21137
2019,May,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,73956,14264
2019,May,Mobile_website,New_Customer,Came_From_Google,Bangalore,127677,96947,46234,32871
2019,May,Mobile_website,New_Customer,Came_From_Google,Chennai,82919,58621,28011,17565
2019,May,Mobile_website,New_Customer,Came_From_Google,Dehradun,166025,122097,55218,35942
2019,May,Mobile_website,New_Customer,Came_From_Google,Indore,1132444,862158,495953,295540
2019,May,Mobile_website,New_Customer,Came_From_Google,Pune,361979,260517,114587,80423
2019,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,455615,232627,60144,32378
2019,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,237684,105898,40097,21265
2019,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,449940,206742,46699,22075
2019,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,2037350,1238554,583882,269536
2019,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1678176,879996,310121,171053
2019,May,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,60847,44519,11166,4560
2019,May,Mobile_website,New_Customer,Unidentified_Sources,Chennai,43155,31338,10132,5144
2019,May,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,57591,45078,9536,5137
2019,May,Mobile_website,New_Customer,Unidentified_Sources,Indore,482070,350260,159800,66136
2019,May,Mobile_website,New_Customer,Unidentified_Sources,Pune,197193,131354,39327,21902
2019,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,44218,15285
2019,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,29564,8713
2019,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,39036,15353
2019,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,237252,84775
2019,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,163619,41369
2019,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,80175,24654
2019,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,60215,16663
2019,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,68980,20588
2019,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,386476,162916
2019,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,418309,90391
2019,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,28601,6153
2019,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,25290,4838
2019,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,26354,6570
2019,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,130892,40370
2019,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,121411,23072
2019,Jun,Desktop_Website,New_Customer,Came_From_Google,Bangalore,90010,76865,39724,28268
2019,Jun,Desktop_Website,New_Customer,Came_From_Google,Chennai,82608,65890,34663,21082
2019,Jun,Desktop_Website,New_Customer,Came_From_Google,Dehradun,113826,94213,43122,29315
2019,Jun,Desktop_Website,New_Customer,Came_From_Google,Indore,867234,721261,440139,272002
2019,Jun,Desktop_Website,New_Customer,Came_From_Google,Pune,246068,191359,101039,72361
2019,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,297111,214867,112800,97076
2019,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,307304,174017,82705,63374
2019,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,457465,185388,52397,38034
2019,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1622923,1075866,589357,446361
2019,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,1522773,811700,266831,196558
2019,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,54882,41611,13657,6254
2019,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,61327,46062,15119,7178
2019,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,88255,71874,13100,7261
2019,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Indore,410247,323351,158927,89959
2019,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Pune,158587,117129,39420,22758
2019,Jun,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,48245,13416
2019,Jun,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,16854,4233
2019,Jun,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,34439,11126
2019,Jun,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,170220,61584
2019,Jun,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,157807,37978
2019,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,108667,27585
2019,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,44996,9286
2019,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,74219,15545
2019,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,391962,149217
2019,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,515803,87585
2019,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,15764,4098
2019,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,9792,2081
2019,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,13076,3888
2019,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,69002,22954
2019,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,64210,14634
2019,Jun,Mobile_website,New_Customer,Came_From_Google,Bangalore,116576,93184,43263,31584
2019,Jun,Mobile_website,New_Customer,Came_From_Google,Chennai,79022,55908,26509,17254
2019,Jun,Mobile_website,New_Customer,Came_From_Google,Dehradun,149300,115068,49162,32966
2019,Jun,Mobile_website,New_Customer,Came_From_Google,Indore,975980,760346,429434,258797
2019,Jun,Mobile_website,New_Customer,Came_From_Google,Pune,370399,283721,129240,92590
2019,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,500893,278466,61081,34270
2019,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,296176,128595,40869,21459
2019,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,526804,256776,46153,22530
2019,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,2141633,1311590,588670,286866
2019,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1644812,908824,318315,172130
2019,Jun,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,70249,51396,10674,4734
2019,Jun,Mobile_website,New_Customer,Unidentified_Sources,Chennai,49464,35497,9904,5240
2019,Jun,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,69452,52046,9346,5328
2019,Jun,Mobile_website,New_Customer,Unidentified_Sources,Indore,522058,385605,175897,76767
2019,Jun,Mobile_website,New_Customer,Unidentified_Sources,Pune,190705,130750,37332,21330
2019,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,46498,15157
2019,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,83411,30171
2019,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,42312,16455
2019,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,221350,78976
2019,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,174274,37394
2019,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,82792,24997
2019,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,127846,50229
2019,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,78336,22657
2019,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,356167,137863
2019,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,438811,87473
2019,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,30862,6129
2019,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,56128,17020
2019,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,29222,6965
2019,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,113789,31724
2019,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,122797,20351
2019,Jul,Desktop_Website,New_Customer,Came_From_Google,Bangalore,93909,79984,42412,30013
2019,Jul,Desktop_Website,New_Customer,Came_From_Google,Chennai,236269,199421,107655,74696
2019,Jul,Desktop_Website,New_Customer,Came_From_Google,Dehradun,121583,101567,45753,30892
2019,Jul,Desktop_Website,New_Customer,Came_From_Google,Indore,840659,694339,438041,268879
2019,Jul,Desktop_Website,New_Customer,Came_From_Google,Pune,306668,224324,120929,84581
2019,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,226964,154519,68890,54863
2019,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,496221,286650,128912,101867
2019,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,442999,184860,62398,46825
2019,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1252001,807103,468815,335146
2019,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,1728185,919213,349248,269230
2019,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,51558,41730,13742,6678
2019,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,133211,105347,40813,24716
2019,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,94994,78903,14794,8225
2019,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Indore,358499,281186,143047,78976
2019,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Pune,215669,153686,51962,31832
2019,Jul,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,50122,14300
2019,Jul,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,54706,18635
2019,Jul,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,36638,12103
2019,Jul,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,160327,59214
2019,Jul,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,163614,35658
2019,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,120795,28911
2019,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,119478,39914
2019,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,93169,15854
2019,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,355332,131526
2019,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,545653,85302
2019,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,16957,4201
2019,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,24158,8562
2019,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,14932,3883
2019,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,61997,17612
2019,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,68118,13019
2019,Jul,Mobile_website,New_Customer,Came_From_Google,Bangalore,124126,97111,46322,33945
2019,Jul,Mobile_website,New_Customer,Came_From_Google,Chennai,241389,194938,94537,66862
2019,Jul,Mobile_website,New_Customer,Came_From_Google,Dehradun,154679,122816,51757,34732
2019,Jul,Mobile_website,New_Customer,Came_From_Google,Indore,955484,738181,443369,268189
2019,Jul,Mobile_website,New_Customer,Came_From_Google,Pune,487135,326922,149975,103966
2019,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,438111,242351,64739,36458
2019,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,579900,324212,114181,68467
2019,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,469987,247877,49668,24244
2019,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,1740670,1133567,542071,269108
2019,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1713845,913814,358293,191850
2019,Jul,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,75941,53458,11064,5015
2019,Jul,Mobile_website,New_Customer,Unidentified_Sources,Chennai,124037,97839,24983,14251
2019,Jul,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,77849,55690,10069,5786
2019,Jul,Mobile_website,New_Customer,Unidentified_Sources,Indore,459743,353701,169930,73771
2019,Jul,Mobile_website,New_Customer,Unidentified_Sources,Pune,258246,164102,48837,28660
2019,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,53320,14920
2019,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,116397,42873
2019,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,42936,16555
2019,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,166588,53893
2019,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,167565,28894
2019,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,92961,25966
2019,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,180622,75150
2019,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,80741,22775
2019,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,315355,108845
2019,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,476337,82734
2019,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,30545,6270
2019,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,73221,24777
2019,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,28778,6449
2019,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,91164,22148
2019,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,128984,18187
2019,Aug,Desktop_Website,New_Customer,Came_From_Google,Bangalore,98358,84953,45235,32240
2019,Aug,Desktop_Website,New_Customer,Came_From_Google,Chennai,330014,281275,152676,104389
2019,Aug,Desktop_Website,New_Customer,Came_From_Google,Dehradun,123557,104018,47927,31100
2019,Aug,Desktop_Website,New_Customer,Came_From_Google,Indore,659867,538089,336342,186022
2019,Aug,Desktop_Website,New_Customer,Came_From_Google,Pune,296201,210325,105132,72242
2019,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,231985,153854,71257,56942
2019,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,790934,463087,171081,133663
2019,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,448812,180335,49795,33838
2019,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1075645,726446,435343,279219
2019,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,1801353,871611,283628,193314
2019,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,49299,40355,13282,6627
2019,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,182368,147371,55827,35556
2019,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,91453,75083,13988,7212
2019,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Indore,308049,244083,121753,61433
2019,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Pune,259732,171173,55834,33367
2019,Aug,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,56603,14317
2019,Aug,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,84246,28233
2019,Aug,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,39282,12227
2019,Aug,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,123563,42909
2019,Aug,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,143741,28123
2019,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,132718,32309
2019,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,178741,63272
2019,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,95918,16179
2019,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,329763,114477
2019,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,534061,81499
2019,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,18360,4427
2019,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,35810,13393
2019,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,15402,3478
2019,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,57940,12257
2019,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,71608,11763
2019,Aug,Mobile_website,New_Customer,Came_From_Google,Bangalore,133265,106304,49561,34777
2019,Aug,Mobile_website,New_Customer,Came_From_Google,Chennai,381030,311758,150319,101389
2019,Aug,Mobile_website,New_Customer,Came_From_Google,Dehradun,160146,125998,56393,34377
2019,Aug,Mobile_website,New_Customer,Came_From_Google,Indore,777459,588503,350270,180901
2019,Aug,Mobile_website,New_Customer,Came_From_Google,Pune,410666,276901,125060,85281
2019,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,458974,258000,75760,42930
2019,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1022963,578989,168423,97710
2019,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,551004,268600,53184,24152
2019,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,1670779,1094918,521180,220093
2019,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1810704,937334,345527,184953
2019,Aug,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,76382,54741,12236,5409
2019,Aug,Mobile_website,New_Customer,Unidentified_Sources,Chennai,200201,155958,36912,20246
2019,Aug,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,105997,62115,10687,5352
2019,Aug,Mobile_website,New_Customer,Unidentified_Sources,Indore,479936,367264,174286,59787
2019,Aug,Mobile_website,New_Customer,Unidentified_Sources,Pune,327674,198930,52408,29517
2019,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,64347,16193
2019,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,124208,43837
2019,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,46586,17080
2019,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,155506,50360
2019,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,147859,26638
2019,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,100664,27121
